id_cliente,nombre_cliente,edad,genero,pais,ciudad,segmento,nivel_satisfaccion,ingresos_mensuales,compras_ultimos_6m,monto_total_compras,fecha_registro,canal_preferido,reclamos_ultimos_6m,tiempo_entrega_dias,estado_cliente,score_riesgo,email,telefono
C0024,Camila Araya,42.0,Masculino,Nicaragua,Puntarenas,Oro,Medio,1158499.0,11.0,291393.0,2024-04-28,SMS,1.0,5.2,Desconocido,820.0,camilaaraya@correo.com,Desconocido
C0025,Daniela Hernández,37.0,Masculino,Panamá,Cartago,Premium,Bajo,503551.0,6.0,184332.0,2024-08-26,Llamada,2.0,2.5,activo,840.0,danielahernandez@correo.com,21020539
C0026,Luis Soto,33.0,Femenino,Panamá,Alajuela,Bronce,Alto,344415.0,1.0,19009.0,2024-11-25,SMS,0.0,2.6,inactivo,677.0,luissoto@correo.com,47896118
C0027,Daniela Hernández,18.0,Femenino,Panamá,San Salvador,Premium,Bajo,2256600.0,12.0,255659.0,2026-02-07,Email,1.0,5.7,Activo,461.0,danielahernandez@correo.com,73158514
C0028,Emilio Ramírez,43.0,Femenino,Panamá,Managua,Bronce,Alto,580095.0,8.0,151309.0,2026-11-02,App,0.0,2.1,Activo,614.0,emilioramirez@correo.com,81561497
C0029,Diego Solís,38.0,Femenino,Guatemala,Liberia,Premium,Bajo,875605.0,7.0,66840.0,2024-03-20,Email,1.0,6.9,Inactivo,547.5,diegosolis@correo.com,97516136
C0030,Paula Torres,33.0,Masculino,Costa Rica,Cartago,Plata,Medio,674727.0,4.0,154998.0,2025-08-16,Email,3.0,3.9,activo,444.0,paulatorres@correo.com,71774490
C0031,Daniela Navarro,45.0,Femenino,Costa Rica,Ciudad de Panamá,Plata,Muy alto,868885.0,9.0,257301.0,2025-03-25,Desconocido,0.0,4.7,Pendiente,495.0,danielanavarro@correo.com,51518644
C0032,Lucía Castro,28.0,Masculino,Nicaragua,Liberia,Bronce,Muy alto,853136.0,6.0,148367.0,2024-10-29,SMS,1.0,3.4,Desconocido,647.0,luciacastro@correo.com,Desconocido
C0033,Emilio Torres,34.0,Masculino,Nicaragua,Cartago,Oro,Muy alto,1110061.0,0.0,19179.0,2024-10-18,Email,0.0,4.5,ACTIVO,512.0,emiliotorres@correo.com,75060685
C0034,Diego Rojas,31.0,Femenino,Guatemala,Ciudad de Guatemala,Premium,Bajo,654677.0,10.0,253265.0,2025-10-16,Email,0.0,3.3,ACTIVO,260.0,diegorojas@correo.com,24609539
C0035,María Pérez,34.0,Femenino,Nicaragua,Puntarenas,Bronce,Bajo,818103.0,5.0,55371.0,2025-05-05,App,0.0,1.7,ACTIVO,272.0,mariaperez@correo.com,Desconocido
C0036,Esteban Mora,41.0,Femenino,Nicaragua,Antigua,Premium,Alto,1986407.0,4.0,58838.0,2024-11-09,Llamada,0.0,4.3,Desconocido,275.0,estebanmora@correo.com,64016582
C0037,Luis Soto,53.0,Masculino,El Salvador,San Salvador,Bronce,Alto,676966.0,11.0,146152.0,2025-04-01,Llamada,0.0,6.6,Pendiente,324.0,luissoto@correo.com,71551884
C0038,Kevin Chaves,27.0,Femenino,Nicaragua,Ciudad de Guatemala,Bronce,Bajo,818103.0,7.0,57439.0,2026-09-03,Email,0.0,5.8,activo,796.0,kevinchaves@correo.com,24225358
C0039,Valeria Araya,31.0,Desconocido,Guatemala,Managua,Oro,Bajo,1004380.0,14.0,119689.0,2025-05-09,WhatsApp,1.0,4.8,Inactivo,286.0,valeriaaraya@correo.com,35925556
C0040,Lucía Hernández,24.0,Femenino,Panamá,Managua,Oro,Medio,845125.0,7.0,0.0,2024-02-21,WhatsApp,3.0,4.6,activo,572.0,luciahernandez@correo.com,45650609
C0041,María Solís,18.0,Masculino,El Salvador,Antigua,Oro,Medio,818103.0,7.0,124591.0,2025-09-19,WhatsApp,6.0,4.7,Desconocido,452.0,mariasolis@correo.com,94705516
C0042,Camila Monge,18.0,Desconocido,El Salvador,Antigua,Bronce,Muy alto,715335.0,4.0,151309.0,2025-06-15,SMS,8.0,2.8,activo,824.0,camilamonge@correo.com,85497334
C0043,Adriana Torres,28.0,Masculino,El Salvador,Desconocido,Premium,Muy alto,1180468.0,0.0,16080.0,2025-07-05,Llamada,1.0,5.4,Activo,602.0,adrianatorres@correo.com,83301657
C0044,Ricardo Gómez,18.0,Femenino,Guatemala,Liberia,Bronce,Medio,934726.0,14.0,406723.0,2025-02-10,SMS,1.0,3.9,Inactivo,272.0,ricardogomez@correo.com,54788728
C0045,Lucía Gómez,34.0,Femenino,Panamá,Managua,Desconocido,Alto,638475.0,0.0,25673.0,2025-03-21,Llamada,1.0,8.3,ACTIVO,434.0,luciagomez@correo.com,41459332
C0046,Jorge Araya,51.0,Femenino,Guatemala,Managua,Oro,Muy alto,1251472.0,3.0,25453.0,2025-06-06,Email,0.0,5.9,Activo,285.0,jorgearaya@correo.com,06403910
C0047,Alonso Castro,47.0,Masculino,Guatemala,Desconocido,Premium,Muy alto,626195.0,7.0,140170.0,2026-01-15,Desconocido,2.0,5.9,Activo,681.0,alonsocastro@correo.com,Desconocido
C0048,Diego Jiménez,48.0,Femenino,Costa Rica,San José,Bronce,Muy alto,973895.0,10.0,468480.0,2024-10-08,Email,1.0,0.5,Desconocido,657.0,nan,68566246
C0049,Diego Hernández,28.0,Femenino,El Salvador,Antigua,Oro,Bajo,611314.0,15.0,465864.0,2025-05-05,Email,0.0,45.0,Desconocido,827.0,diegohernandez@correo.com,73936385
C0050,Ricardo Chaves,29.0,Masculino,Nicaragua,Puntarenas,Bronce,Medio,935596.0,12.0,309467.0,2025-12-02,WhatsApp,2.0,7.5,Activo,544.0,ricardochaves@correo.com,Desconocido
C0051,Jorge Soto,34.0,Masculino,El Salvador,San José,Bronce,Alto,790475.0,4.0,27931.0,2024-07-02,Email,1.0,4.8,Activo,401.0,jorgesoto@correo.com,15679334
C0052,María Solís,34.0,Femenino,Guatemala,San Salvador,Bronce,Muy alto,1032865.0,12.0,301835.0,2025-12-30,Email,0.0,4.5,ACTIVO,760.0,mariasolis@correo.com,62185016
C0053,Emilio Alvarado,34.0,Masculino,Panamá,Ciudad de Guatemala,Premium,Muy alto,366360.0,6.0,202928.0,2024-11-20,Email,0.0,7.5,ACTIVO,412.0,emilioalvarado@correo.com,78886101
C0054,Esteban Solís,46.0,Femenino,El Salvador,Cartago,Plata,Muy alto,687394.0,8.0,208978.0,2025-05-22,SMS,0.0,4.8,Desconocido,449.0,estebansolis@correo.com,57569245
C0055,Lucía Gómez,64.0,Masculino,Nicaragua,Cartago,Premium,Medio,991224.0,5.0,36154.0,2025-12-10,Email,2.0,5.6,Activo,630.0,luciagomez@correo.com,66179796
C0056,Kevin Chaves,27.0,Femenino,Costa Rica,San Salvador,Bronce,Muy alto,1453019.0,0.0,10725.0,2025-04-01,WhatsApp,2.0,4.6,Desconocido,0.0,kevinchaves@correo.com,11254573
C0057,Carlos Navarro,34.0,Desconocido,Costa Rica,San Salvador,Premium,Medio,675053.0,2.0,60529.0,2024-07-21,Llamada,0.0,7.6,ACTIVO,701.0,Desconocido,82553714
C0058,Emilio Solís,21.0,Femenino,El Salvador,Managua,Plata,Medio,756223.0,3.0,38259.0,2024-06-26,Email,0.0,5.9,Desconocido,622.0,emiliosolis@correo.com,72368876
C0059,Mateo Gómez,36.0,Masculino,Panamá,Liberia,Premium,Bajo,914995.0,8.0,198337.0,2025-03-11,Llamada,1.0,1.3,Pendiente,269.0,mateogomez@correo.com,17133959
C0060,Kevin Jiménez,42.0,Masculino,El Salvador,Puntarenas,Oro,Bajo,788156.0,0.0,28157.0,2025-11-23,Email,1.0,5.7,Desconocido,521.0,kevinjimenez@correo.com,16845775
C0061,Natalia Chaves,46.0,Masculino,Guatemala,Puntarenas,Plata,Muy alto,5000.0,7.0,28959.0,2024-06-11,SMS,0.0,7.9,Desconocido,639.0,nataliachaves@correo.com,36110371
C0062,Ana Rojas,26.0,Femenino,Guatemala,Cartago,Premium,Medio,521719.0,0.0,36871.0,2024-12-25,Email,1.0,5.9,Bloqueado,515.0,anarojas@correo.com,21965652
C0063,Ricardo Alvarado,20.0,Femenino,Panamá,Desconocido,Plata,Bajo,487826.0,7.0,151309.0,2025-09-01,Email,2.0,4.3,Pendiente,260.0,ricardoalvarado@correo.com,00684866
C0064,Camila Castro,28.0,Femenino,El Salvador,Managua,Premium,Medio,772566.0,13.0,307768.0,2024-06-16,Desconocido,1.0,3.7,Inactivo,350.0,camilacastro@correo.com,41056481
C0065,Mateo Navarro,29.0,Femenino,Guatemala,Alajuela,Bronce,Muy bajo,583427.0,7.0,229076.0,2025-03-05,App,0.0,2.7,ACTIVO,297.0,mateonavarro@correo.com,02380617
C0066,María Araya,22.0,Masculino,El Salvador,Puntarenas,Plata,Medio,818103.0,9.0,209382.0,2025-05-18,Desconocido,0.0,3.8,Activo,389.0,mariaaraya@correo.com,57191826
C0067,Jorge Soto,34.0,Masculino,Panamá,Liberia,Plata,Medio,800700.0,11.0,135113.0,2025-12-03,Llamada,1.0,5.5,Bloqueado,447.0,jorgesoto@correo.com,56804420
C0068,Carlos Navarro,51.0,Femenino,Guatemala,Puntarenas,Oro,Bajo,1481078.0,13.0,291289.0,2025-08-10,Email,1.0,5.3,Desconocido,379.0,carlosnavarro@correo.com,20999347
C0069,Luis Castro,32.0,Masculino,El Salvador,Ciudad de Panamá,Oro,Muy alto,642289.0,7.0,151309.0,2025-04-28,WhatsApp,1.0,5.5,Activo,399.0,luiscastro@correo.com,03965223
C0070,Mónica Chaves,48.0,Femenino,Nicaragua,Heredia,Premium,Medio,650143.0,5.0,114835.0,2026-03-03,Email,2.0,5.2,ACTIVO,815.0,monicachaves@correo.com,45226752
C0071,Diego Monge,38.0,Masculino,Guatemala,Desconocido,Bronce,Alto,516096.0,3.0,79067.0,2024-03-31,Email,1.0,45.0,ACTIVO,400.0,diegomonge@correo.com,10067626
C0072,Ricardo Solís,45.0,Masculino,Guatemala,San José,Bronce,Medio,1210938.0,11.0,79518.0,2025-03-17,Llamada,3.0,10.0,Pendiente,373.0,ricardosolis@correo.com,84443106
C0073,Luis Chaves,39.0,Femenino,Nicaragua,Cartago,Premium,Alto,1284251.0,8.0,127552.0,2024-02-15,Email,0.0,6.1,Desconocido,341.0,luischaves@correo.com,58693806
C0074,Gabriela Hernández,29.0,Femenino,El Salvador,Ciudad de Panamá,Desconocido,Medio,513772.0,8.0,75714.0,2024-03-09,Desconocido,0.0,1.9,Inactivo,525.0,gabrielahernandez@correo.com,99861622
C0075,Alonso Vargas,28.0,Masculino,Panamá,Liberia,Premium,Muy alto,696479.0,7.0,253436.0,2025-03-21,Email,0.0,2.6,Desconocido,661.0,alonsovargas@correo.com,47546913
C0076,Adriana Pérez,48.0,Masculino,Panamá,Antigua,Bronce,Alto,1198546.0,1.0,20925.0,2025-03-21,SMS,0.0,8.7,Bloqueado,535.0,adrianaperez@correo.com,41406029
C0077,Natalia Hernández,34.0,Femenino,Costa Rica,Heredia,Oro,Alto,771170.0,4.0,59758.0,2025-07-06,SMS,2.0,1.3,Activo,420.0,nataliahernandez@correo.com,54544432
C0078,Kevin Alvarado,34.0,Masculino,Nicaragua,Liberia,Bronce,Medio,555486.0,10.0,336530.0,2025-04-11,Desconocido,0.0,4.1,activo,735.0,kevinalvarado@correo.com,51353465
C0079,Daniela Vargas,18.0,Masculino,Costa Rica,Cartago,Premium,Medio,597155.0,9.0,132703.0,2025-05-14,Llamada,0.0,4.8,inactivo,376.0,danielavargas@correo.com,27129666
C0080,Ana Mora,18.0,Femenino,El Salvador,San Salvador,Oro,Bajo,681087.0,6.0,116984.0,2025-12-04,WhatsApp,3.0,8.1,inactivo,819.0,anamora@correo.com,33230982
C0081,Fabiola Ramírez,34.0,Masculino,Costa Rica,San José,Premium,Muy alto,827910.0,1.0,15456.0,2024-05-20,SMS,0.0,2.2,Desconocido,318.0,fabiolaramirez@correo.com,Desconocido
C0082,Lucía Hernández,51.0,Desconocido,Nicaragua,Ciudad de Panamá,Premium,Muy alto,818103.0,8.0,150823.0,2024-02-16,Email,1.0,2.8,Desconocido,513.0,luciahernandez@correo.com,15521667
C0083,Kevin Cordero,21.0,Femenino,Costa Rica,Heredia,Premium,Muy alto,1475525.0,0.0,33825.0,2025-03-27,Email,1.0,3.3,Activo,652.0,kevincordero@correo.com,91637562
C0084,Ana Gómez,20.0,Femenino,Nicaragua,Puntarenas,Premium,Medio,818103.0,7.0,234338.0,2025-02-26,Desconocido,0.0,6.5,Desconocido,621.0,anagomez@correo.com,37550375
C0085,Mónica Chaves,32.0,Masculino,Panamá,San Salvador,Oro,Bajo,1549774.0,5.0,119021.0,2024-08-08,WhatsApp,0.0,6.2,inactivo,278.0,monicachaves@correo.com,17798270
C0086,Jimena Monge,19.0,Masculino,El Salvador,Alajuela,Premium,Medio,1645941.0,8.0,191266.0,2025-12-29,Email,1.0,3.0,activo,424.0,jimenamonge@correo.com,28851587
C0087,Fabiola Cordero,34.0,Femenino,Costa Rica,Liberia,Oro,Bajo,694331.0,2.0,53103.0,2026-03-26,WhatsApp,1.0,7.8,Bloqueado,824.0,fabiolacordero@correo.com,80043973
C0088,Adriana Jiménez,31.0,Masculino,Guatemala,Alajuela,Oro,Muy alto,559147.0,11.0,289114.0,2026-03-19,WhatsApp,0.0,1.9,ACTIVO,824.0,adrianajimenez@correo.com,26886153
C0089,Fernando Torres,37.0,Desconocido,Costa Rica,Ciudad de Guatemala,Plata,Alto,540704.0,16.0,593739.0,2025-06-04,Email,0.0,5.2,Inactivo,299.0,fernandotorres@correo.com,88013361
C0090,Pablo Soto,34.0,Masculino,Panamá,Managua,Premium,Muy alto,818103.0,9.0,215231.0,2025-05-29,Llamada,1.0,4.2,activo,806.0,pablosoto@correo.com,07283268
C0091,Sebastián Chaves,35.0,Femenino,Costa Rica,Antigua,Oro,Medio,605674.0,7.0,214226.0,2025-07-16,Llamada,0.0,0.9,ACTIVO,368.0,sebastianchaves@correo.com,52314913
C0092,Emilio Torres,31.0,Masculino,Nicaragua,Cartago,Oro,Medio,659978.0,5.0,181404.0,2024-05-23,Email,1.0,6.7,Desconocido,785.0,emiliotorres@correo.com,99693084
C0093,Natalia Soto,28.0,Femenino,Panamá,Antigua,Plata,Medio,805663.0,10.0,228828.0,2025-05-14,Desconocido,0.0,2.4,Pendiente,795.0,nataliasoto@correo.com,70051844
C0094,Paula Solís,22.0,Masculino,Nicaragua,Cartago,Oro,Muy alto,1434831.0,13.0,361083.0,2025-11-07,Email,0.0,5.8,Activo,537.0,paulasolis@correo.com,60302992
C0095,Fabiola Monge,38.0,Masculino,Nicaragua,Managua,Plata,Muy alto,1192858.0,10.0,269856.0,2026-11-01,Email,0.0,3.6,Inactivo,481.0,fabiolamonge@correo.com,86291279
C0096,María Salazar,34.0,Masculino,Nicaragua,Puntarenas,Premium,Muy alto,469470.0,0.0,16476.0,2024-03-26,Email,1.0,0.0,inactivo,597.0,Desconocido,56512694
C0097,Gabriela Chaves,18.0,Masculino,El Salvador,Ciudad de Guatemala,Oro,Alto,1204644.0,0.0,26437.0,2025-06-04,Email,2.0,8.4,Activo,281.0,gabrielachaves@correo.com,12796114
C0098,Pablo Solís,45.0,Femenino,El Salvador,San Salvador,Oro,Medio,1113253.0,5.0,157779.0,2025-02-19,Desconocido,0.0,5.7,Activo,580.0,pablosolis@correo.com,95543937
C0099,Camila Gómez,29.0,Masculino,Costa Rica,Liberia,Premium,Medio,798979.0,9.0,86771.0,2026-03-30,App,0.0,7.3,Pendiente,408.0,camilagomez@correo.com,51827553
C0100,Pablo Jiménez,25.0,Masculino,Guatemala,Cartago,Plata,Bajo,1268380.0,8.0,289438.0,2025-08-11,Email,5.0,5.4,Desconocido,383.0,nan,78085627
C0101,Lucía Rojas,42.0,Femenino,El Salvador,Heredia,Oro,Muy alto,765990.0,8.0,82893.0,2024-12-04,App,0.0,5.6,activo,338.0,luciarojas@correo.com,02672885
C0102,Ricardo Monge,39.0,Desconocido,Panamá,San Salvador,Oro,Alto,690695.0,8.0,79087.0,2024-10-18,WhatsApp,1.0,3.4,Bloqueado,297.0,ricardomonge@correo.com,22569961
C0103,Lucía Aguilar,23.0,Masculino,Nicaragua,Puntarenas,Plata,Medio,1425828.0,1.0,26557.0,2025-03-21,Llamada,1.0,5.6,Activo,621.0,luciaaguilar@correo.com,64334722
C0104,Luis Chaves,40.0,Femenino,El Salvador,Ciudad de Panamá,Premium,Muy alto,891126.0,4.0,112013.0,2025-03-21,Email,0.0,4.8,inactivo,818.0,nan,49308536
C0105,Diego Gómez,30.0,Masculino,Costa Rica,Cartago,Oro,Bajo,600114.0,0.0,0.0,2024-01-23,Llamada,0.0,3.9,Activo,255.0,Desconocido,56475705
C0106,Camila Solís,46.0,Femenino,Nicaragua,Alajuela,Premium,Bajo,352425.0,10.0,24911.0,2026-01-15,SMS,1.0,8.2,Activo,429.0,Desconocido,13650249
C0107,Luis Monge,36.0,Femenino,Costa Rica,Ciudad de Guatemala,Bronce,Desconocido,476280.0,2.0,18456.0,2025-03-21,Desconocido,0.0,3.7,Pendiente,541.0,luismonge@correo.com,73928557
C0108,María Pérez,39.0,Femenino,Costa Rica,Ciudad de Panamá,Oro,Medio,731035.0,11.0,180022.0,2025-02-23,Desconocido,0.0,1.5,activo,813.0,Desconocido,73109678
C0109,Luis Chaves,34.0,Masculino,Costa Rica,San Salvador,Premium,Bajo,818103.0,15.0,402474.0,2025-01-29,WhatsApp,1.0,7.3,Pendiente,585.0,luischaves@correo.com,95761228
C0110,Ricardo Alvarado,23.0,Masculino,Panamá,Antigua,Oro,Medio,683890.0,9.0,217896.0,2024-01-17,Llamada,1.0,4.8,Pendiente,439.0,ricardoalvarado@correo.com,Desconocido
C0111,Camila Chaves,40.0,Masculino,El Salvador,Cartago,Plata,Bajo,941362.0,5.0,208651.0,2025-03-02,SMS,0.0,6.0,Pendiente,257.0,camilachaves@correo.com,48058925
C0112,Luis Solís,53.0,Masculino,Nicaragua,Antigua,Bronce,Alto,445533.0,6.0,72885.0,2025-09-22,App,0.0,3.9,Pendiente,661.0,luissolis@correo.com,66553559
C0113,Fernando Alvarado,43.0,Femenino,Guatemala,Heredia,Bronce,Medio,5000.0,0.0,6448.0,2024-05-24,WhatsApp,0.0,3.8,Inactivo,276.0,fernandoalvarado@correo.com,94070164
C0114,Ana Torres,45.0,Femenino,Costa Rica,Ciudad de Guatemala,Premium,Bajo,818103.0,2.0,24397.0,2024-04-03,Desconocido,0.0,11.4,Pendiente,816.0,anatorres@correo.com,56216893
C0115,Jorge Torres,43.0,Femenino,Guatemala,San Salvador,Plata,Medio,818103.0,5.0,155382.0,2026-02-22,Desconocido,0.0,6.0,Bloqueado,810.0,jorgetorres@correo.com,42312209
C0116,Emilio Hernández,34.0,Masculino,Guatemala,Managua,Premium,Medio,605943.0,9.0,282835.0,2024-07-28,Desconocido,4.0,4.3,Activo,663.0,emiliohernandez@correo.com,66096569
C0117,Laura Vargas,18.0,Femenino,El Salvador,Desconocido,Bronce,Muy alto,756772.0,10.0,212080.0,2025-10-23,WhatsApp,0.0,4.3,Pendiente,787.0,lauravargas@correo.com,57027937
C0118,Mónica Vargas,49.0,Femenino,Nicaragua,Ciudad de Panamá,Premium,Medio,1762856.0,12.0,378024.0,2026-02-26,Llamada,0.0,7.8,inactivo,252.0,nan,78097339
C0119,Daniela Castro,32.0,Femenino,El Salvador,Cartago,Premium,Muy bajo,1878283.0,7.0,126171.0,2025-09-12,Llamada,2.0,5.5,Inactivo,597.0,danielacastro@correo.com,45561681
C0120,Mónica Ramírez,28.0,Femenino,Costa Rica,San Salvador,Oro,Alto,547594.0,12.0,74694.0,2025-09-16,App,1.0,4.9,activo,728.0,monicaramirez@correo.com,Desconocido
C0121,Kevin Castro,34.0,Femenino,Panamá,Desconocido,Plata,Alto,1584595.0,13.0,101609.0,2026-03-13,Desconocido,0.0,1.6,inactivo,657.0,nan,51240568
C0122,José Alvarado,49.0,Femenino,Costa Rica,Alajuela,Oro,Alto,567550.0,13.0,56009.0,2024-12-14,WhatsApp,1.0,4.7,Inactivo,773.0,josealvarado@correo.com,23076810
C0123,Lucía Navarro,38.0,Femenino,Costa Rica,Liberia,Plata,Alto,1607719.0,6.0,225642.0,2025-07-16,Email,4.0,4.1,inactivo,353.0,lucianavarro@correo.com,87020701
C0124,Paula Gómez,26.0,Femenino,Nicaragua,Liberia,Bronce,Muy alto,897791.0,0.0,18140.0,2024-08-17,Llamada,1.0,7.6,activo,670.0,paulagomez@correo.com,57701715
C0125,Adriana Chaves,29.0,Femenino,Costa Rica,San Salvador,Premium,Medio,1041761.0,6.0,178496.0,2026-03-17,Email,0.0,2.2,Inactivo,809.0,adrianachaves@correo.com,99758172
C0126,Emilio Vargas,27.0,Femenino,Costa Rica,Managua,Plata,Alto,692990.0,1.0,2012.0,2025-03-21,SMS,0.0,4.8,inactivo,493.0,emiliovargas@correo.com,58008514
C0127,Mónica Monge,25.0,Masculino,El Salvador,Ciudad de Guatemala,Oro,Medio,234887.0,10.0,360784.0,2024-05-20,Desconocido,2.0,2.8,Desconocido,808.0,monicamonge@correo.com,68765326
C0128,Esteban Hernández,31.0,Masculino,Costa Rica,Managua,Desconocido,Bajo,303072.0,4.0,78668.0,2025-04-28,App,4.0,5.0,activo,729.0,nan,80778795
C0129,José Mora,28.0,Femenino,Panamá,Managua,Oro,Bajo,708300.0,1.0,30011.0,2025-09-10,Email,1.0,6.1,inactivo,355.0,josemora@correo.com,28051292
C0130,Diego Navarro,32.0,Masculino,Costa Rica,Alajuela,Oro,Medio,618344.0,5.0,245559.0,2025-06-26,SMS,0.0,5.2,Bloqueado,757.0,diegonavarro@correo.com,45441496
C0131,Laura Aguilar,34.0,Femenino,Costa Rica,San José,Oro,Alto,934467.0,0.0,19451.0,2025-09-11,Email,2.0,4.2,activo,361.0,lauraaguilar@correo.com,47174654
C0132,Adriana Mora,26.0,Femenino,Panamá,Ciudad de Guatemala,Plata,Bajo,460677.0,11.0,405252.0,2025-05-24,Email,0.0,6.0,Desconocido,341.0,adrianamora@correo.com,08776618
C0133,Carlos Monge,18.0,Masculino,Costa Rica,San Salvador,Oro,Medio,1124867.0,4.0,76277.0,2025-12-06,WhatsApp,3.0,3.3,Activo,547.5,carlosmonge@correo.com,18478700
C0134,Paula Vargas,38.0,Femenino,El Salvador,Alajuela,Bronce,Bajo,0.0,15.0,545733.0,2024-04-26,Desconocido,1.0,6.5,Pendiente,452.0,paulavargas@correo.com,65198253
C0135,Lucía Castro,38.0,Masculino,El Salvador,Managua,Premium,Bajo,1255251.0,9.0,165010.0,2025-04-06,Email,0.0,5.0,ACTIVO,680.0,luciacastro@correo.com,45608331
